delta_h_m,sensor_confidence,geometry_variance
-0.262944893665969,0.9907972967047567,0.0619283513991942
-0.10569617991004253,0.948128983116383,0.03037622014989906
0.1597016336727528,0.9065047553796086,0.049721110077045674
-0.24373834203672723,0.943855167089213,0.04407034356602033
-0.17997171723490213,0.9248319421005671,0.0633997969748317
-0.353676686128924,0.9821424174158262,0.05966008435129284
-0.2428467474692445,0.9818130110579029,0.04375311095195684
0.08596336533643986,0.9654640518726463,0.031070360690765787
-0.0010349204176347928,0.998293266376234,0.030916061789882605
-0.14755857753452495,0.8796229553618711,0.03805687171603169
0.18057356433312033,0.9245014086244331,0.08296932224332544
-0.015324873793532735,0.9444540421746718,0.05486607232855911
-0.14332460984109957,0.9220855152319924,0.061778190786556685
-0.1265162446048513,0.9394017779500446,0.06081931127649153
-0.1372019907316286,0.9280623090165441,0.04631399020598814
-0.09884168392011684,0.9604524325576587,0.02206112019588016
0.2964561450650092,0.9440330860146035,0.028212145697261454
0.5054478844617211,0.9761207108079925,0.021416624760356353
0.29643728740327163,0.9908147997625847,0.04952343934271259
-0.08942305206737552,0.9215234519674586,0.05835843120230713
4.036046472932139,0.7763395816632228,1.0276745800709457
0.31649991243147624,0.9681805661386506,0.0317846057679879
-0.14109553016887988,0.9929424251804194,0.04147922329606378
0.14004910590864117,0.9306080328157736,0.04111555114760935
-0.39779235535777496,0.9525866068127543,0.03056862713324742
0.038385739833843024,0.9363118376842431,0.09556450368360818
0.2321278911192537,0.9221921304861288,0.051615152410932084
-0.05974725386365176,0.9554379925026315,0.059752775055634026
0.1609006405283943,0.9565042158064854,0.04946957973847464
0.09393708107565041,0.9312153168678298,0.049780407970024906
-0.26261908531640277,0.9694434894960249,0.04051268922442895
-0.06279692492012647,0.9607874019203969,0.06520427516654696
0.20111220733838542,0.9921586205238236,0.044783680335559434
-0.2103426171064054,0.9255645516608736,0.00787217656259781
-0.08129870815394585,0.9154101219121122,0.04551996665752836
-0.03609451694528255,0.9701420226785807,0.06755511864687595
-0.13546581931923743,0.9258908111319556,0.016717710065850336
0.15558457409540066,0.9315398822930291,0.03867100110546983
0.21995718910413325,0.9263823451213994,0.06489440498290777
-0.1261064507902198,0.9596354217202792,0.06725301281845097
0.19551272308493917,0.9377671437097629,-0.004867702962970073
-0.02983453804004381,1.0,0.05271503230786064
0.21984264466114456,0.9368834481459859,0.0805122698236547
0.07997856284214477,0.97084632863582,0.07002329871637565
0.06280537404439866,0.9586158682000055,0.029739281632722322
0.12071737923768966,0.9511472467775484,0.04178637496957463
0.012434326252687186,0.9081964051146374,0.029300445439258704
0.3664039701089087,0.9662627812993021,0.07544814628587518
0.11994047308009136,0.9627623360396085,0.06574179213548603
-0.12282701022016007,0.9213215249564837,0.0672612821390273
-0.11658928654285122,0.9097406656758638,0.026825830843647737
-0.03894808616508256,0.968391036975399,0.04927347953438502
-5.344350184893054,0.4769772211958885,1.0177592803362954
0.367337000744562,0.9234929191507548,0.035209601887088285
-0.16514595183455927,1.0,0.048307942553495256
0.025084610387874007,0.8955044281912136,0.033359421989649
0.04731454598539988,0.9427613855275996,0.06443252920188962
-0.0013940165926277376,0.8823129528276445,0.04786016554687906
0.2368759350999842,0.9116402557760642,0.025070268961895112
-0.295215539300345,0.989059827384657,0.039010153546356514
-0.19929078642118603,0.9203612906686047,0.034850260214532504
-0.017095583378004413,0.9025386547483755,0.05244730483773569
0.3666448904223297,0.9636507048639289,0.05597703032394499
0.00695125530071995,0.9551712673272815,0.057922025534457064
0.18637372683915657,0.9762170517230351,0.07398426051877915
-0.06711953283742621,0.9412085229848548,0.06464283116573714
0.18774064676926863,0.9071965995467204,0.04897278619027907
-0.44760098990786323,0.981379099684652,0.035693685406509405
0.015206628534134632,0.898230747844724,0.05765404339984152
-14.746791020127652,0.5389365662453034,1.1768545076196228
0.07396782568785033,0.9494235509252468,0.0151600439256755
-0.24954795529317916,0.9544768228468642,0.06151056970863028
-0.0970411436730921,0.9648470057852844,0.004315454380291642
-0.04283767919691187,0.9672790860284652,0.09853891254040792
-0.06710105138539697,1.0,0.034195683007117623
0.061366297836649625,0.9459951648658439,0.03463151861667168
0.19586656514354364,0.9448042212835771,0.048079889554434714
0.3461013009015353,0.9922432977149983,0.04437833088099403
-0.03876762717967795,0.9276713545368392,0.03607050449751307
0.15624258422982934,0.9448915476980769,0.05229824658717939
0.15799992406285113,0.9391711776489751,0.016119634042731257
-0.030337946147193092,0.9520273648162365,0.02970016850053356
0.13232670966687543,0.9209203537263738,0.010186256825317708
0.01788486481882945,0.9487629181688993,0.013024856732083034
0.20109764312107392,0.8895951536296469,0.052490061211395905
-0.12661978395531734,0.9181968511338567,0.036613073476862726
0.06121065387594398,0.9479816951768935,0.010855077309896988
-0.06581802848991986,0.9494404738868558,0.05830254429759828
-0.41369972838093627,0.9777447507185674,0.028833619649250405
0.06288681604740447,0.9284405655266923,0.028724699293776544
0.20417806141712594,0.893319308289193,0.07584461623680339
0.0021384494783253873,0.9401492876202642,-0.0006005100920976197
0.12782891993576131,0.9742050018855191,0.08084201742737718
-11.391751094823583,0.7865141913384119,1.4836014742854937
-0.06070386530112257,0.9364088791192502,0.04759042693152117
0.05799742723001792,0.9645452156702614,0.06227077889545028
0.012208586577396034,0.951542216372641,0.034919583428155786
0.2682483440661671,0.9499410541387691,0.04259569899241061
-0.12337578500558125,0.9616098754748892,0.05917345368678599
-0.07300019548366052,0.9352778803768623,0.04200145139483871
